Time, Bi213, Bi209, Pb, Tl
0.0 10000 0 0 0
1.0 9999 0 1 0
2.0 9999 0 1 0
3.0 9997 0 3 0
4.0 9993 0 7 0
5.0 9992 0 8 0
6.0 9989 0 11 0
7.0 9989 0 11 0
8.0 9987 0 13 0
9.0 9987 0 13 0
10.0 9982 0 18 0
11.0 9980 0 20 0
12.0 9973 0 27 0
13.0 9968 1 31 0
14.0 9965 1 34 0
15.0 9964 1 35 0
16.0 9959 1 40 0
17.0 9955 1 44 0
18.0 9954 1 45 0
19.0 9952 1 47 0
20.0 9949 1 50 0
21.0 9944 1 55 0
22.0 9942 2 56 0
23.0 9938 2 60 0
24.0 9936 3 61 0
25.0 9934 3 63 0
26.0 9931 3 65 1
27.0 9929 3 67 1
28.0 9928 3 68 1
29.0 9926 3 70 1
30.0 9921 3 75 1
31.0 9918 3 78 1
32.0 9914 3 82 1
33.0 9911 4 84 1
34.0 9909 5 85 1
35.0 9905 5 89 1
36.0 9902 5 92 1
37.0 9900 6 93 1
38.0 9899 6 94 1
39.0 9896 7 96 1
40.0 9893 7 99 1
41.0 9891 7 101 1
42.0 9890 9 100 1
43.0 9887 9 103 1
44.0 9883 9 107 1
45.0 9881 9 109 1
46.0 9878 11 110 1
47.0 9877 11 111 1
48.0 9874 11 114 1
49.0 9871 11 117 1
50.0 9867 11 121 1
51.0 9865 11 123 1
52.0 9864 11 124 1
53.0 9861 12 126 1
54.0 9861 13 126 0
55.0 9856 13 131 0
56.0 9856 13 131 0
57.0 9854 13 133 0
58.0 9851 13 136 0
59.0 9848 13 139 0
60.0 9846 13 141 0
61.0 9846 13 141 0
62.0 9843 13 143 1
63.0 9842 13 144 1
64.0 9837 14 147 2
65.0 9834 15 149 2
66.0 9830 15 153 2
67.0 9827 16 155 2
68.0 9825 16 157 2
69.0 9820 17 161 2
70.0 9816 17 165 2
71.0 9813 17 168 2
72.0 9811 17 170 2
73.0 9809 17 172 2
74.0 9808 18 172 2
75.0 9803 19 176 2
76.0 9800 20 178 2
77.0 9798 22 178 2
78.0 9796 24 178 2
79.0 9794 24 180 2
80.0 9789 24 185 2
81.0 9784 24 190 2
82.0 9782 25 191 2
83.0 9779 25 194 2
84.0 9777 26 195 2
85.0 9776 26 196 2
86.0 9774 28 197 1
87.0 9769 28 202 1
88.0 9766 28 205 1
89.0 9762 29 207 2
90.0 9759 29 209 3
91.0 9758 29 210 3
92.0 9755 30 212 3
93.0 9755 30 212 3
94.0 9752 31 214 3
95.0 9751 32 214 3
96.0 9750 33 214 3
97.0 9749 33 215 3
98.0 9748 33 216 3
99.0 9747 34 216 3
100.0 9744 36 217 3
101.0 9741 36 220 3
102.0 9739 37 221 3
103.0 9738 39 220 3
104.0 9737 40 220 3
105.0 9734 41 222 3
106.0 9732 41 224 3
107.0 9730 41 226 3
108.0 9729 41 227 3
109.0 9727 42 228 3
110.0 9725 42 230 3
111.0 9724 44 229 3
112.0 9723 46 228 3
113.0 9719 46 232 3
114.0 9716 46 235 3
115.0 9715 46 236 3
116.0 9712 46 239 3
117.0 9712 47 238 3
118.0 9709 49 239 3
119.0 9706 49 242 3
120.0 9700 49 248 3
121.0 9696 49 252 3
122.0 9689 52 256 3
123.0 9682 54 261 3
124.0 9682 54 261 3
125.0 9681 56 260 3
126.0 9680 56 261 3
127.0 9677 56 264 3
128.0 9675 57 265 3
129.0 9670 58 269 3
130.0 9670 58 269 3
131.0 9667 58 272 3
132.0 9660 58 279 3
133.0 9658 59 280 3
134.0 9654 60 283 3
135.0 9650 61 286 3
136.0 9647 62 288 3
137.0 9644 63 290 3
138.0 9642 63 292 3
139.0 9641 64 292 3
140.0 9638 64 295 3
141.0 9637 64 296 3
142.0 9635 67 295 3
143.0 9635 69 293 3
144.0 9631 70 296 3
145.0 9629 70 298 3
146.0 9626 71 300 3
147.0 9621 71 305 3
148.0 9617 71 309 3
149.0 9614 73 310 3
150.0 9612 75 310 3
151.0 9610 75 312 3
152.0 9607 77 313 3
153.0 9603 80 314 3
154.0 9603 82 312 3
155.0 9599 82 316 3
156.0 9594 84 319 3
157.0 9592 85 320 3
158.0 9589 89 319 3
159.0 9588 89 320 3
160.0 9584 89 324 3
161.0 9582 89 326 3
162.0 9581 91 325 3
163.0 9577 92 328 3
164.0 9576 92 329 3
165.0 9574 92 330 4
166.0 9570 94 332 4
167.0 9565 98 333 4
168.0 9561 100 335 4
169.0 9561 102 333 4
170.0 9560 104 332 4
171.0 9557 105 334 4
172.0 9556 106 334 4
173.0 9552 108 337 3
174.0 9550 109 338 3
175.0 9548 111 338 3
176.0 9546 112 339 3
177.0 9542 114 341 3
178.0 9538 117 342 3
179.0 9536 121 340 3
180.0 9535 121 341 3
181.0 9531 121 345 3
182.0 9527 121 349 3
183.0 9524 122 351 3
184.0 9524 126 347 3
185.0 9523 126 348 3
186.0 9519 127 351 3
187.0 9517 128 352 3
188.0 9515 128 354 3
189.0 9511 128 358 3
190.0 9508 129 360 3
191.0 9507 130 360 3
192.0 9507 130 360 3
193.0 9505 130 362 3
194.0 9505 130 362 3
195.0 9503 132 362 3
196.0 9500 133 362 5
197.0 9495 134 365 6
198.0 9492 134 368 6
199.0 9489 135 370 6
200.0 9488 136 370 6
201.0 9485 138 372 5
202.0 9483 139 373 5
203.0 9478 140 377 5
204.0 9477 141 377 5
205.0 9474 142 379 5
206.0 9470 142 383 5
207.0 9470 142 383 5
208.0 9469 144 382 5
209.0 9468 146 381 5
210.0 9465 148 382 5
211.0 9464 151 380 5
212.0 9463 152 380 5
213.0 9461 153 381 5
214.0 9456 154 385 5
215.0 9452 154 389 5
216.0 9447 156 392 5
217.0 9444 157 394 5
218.0 9442 158 395 5
219.0 9438 158 399 5
220.0 9436 158 401 5
221.0 9434 159 402 5
222.0 9431 161 403 5
223.0 9430 161 404 5
224.0 9429 163 403 5
225.0 9426 165 404 5
226.0 9423 168 404 5
227.0 9423 170 402 5
228.0 9422 173 400 5
229.0 9421 174 400 5
230.0 9419 175 401 5
231.0 9417 176 402 5
232.0 9417 176 402 5
233.0 9414 176 405 5
234.0 9411 176 408 5
235.0 9410 176 409 5
236.0 9408 176 411 5
237.0 9406 180 409 5
238.0 9403 181 411 5
239.0 9399 183 413 5
240.0 9399 185 411 5
241.0 9395 187 412 6
242.0 9395 190 409 6
243.0 9390 191 413 6
244.0 9389 193 412 6
245.0 9387 195 412 6
246.0 9385 196 413 6
247.0 9384 198 412 6
248.0 9382 198 414 6
249.0 9381 198 415 6
250.0 9374 200 420 6
251.0 9373 200 421 6
252.0 9373 202 419 6
253.0 9370 202 422 6
254.0 9368 205 420 7
255.0 9365 206 422 7
256.0 9360 206 427 7
257.0 9360 206 427 7
258.0 9358 208 427 7
259.0 9357 209 427 7
260.0 9355 210 428 7
261.0 9352 210 431 7
262.0 9350 211 432 7
263.0 9345 213 435 7
264.0 9344 215 434 7
265.0 9340 215 439 6
266.0 9337 218 439 6
267.0 9335 218 441 6
268.0 9332 220 442 6
269.0 9329 221 444 6
270.0 9328 222 444 6
271.0 9326 224 444 6
272.0 9321 225 448 6
273.0 9320 225 449 6
274.0 9318 227 449 6
275.0 9315 228 451 6
276.0 9313 231 450 6
277.0 9310 231 453 6
278.0 9309 231 454 6
279.0 9306 233 454 7
280.0 9305 233 455 7
281.0 9305 234 454 7
282.0 9304 235 454 7
283.0 9304 236 453 7
284.0 9300 239 454 7
285.0 9297 242 454 7
286.0 9295 243 455 7
287.0 9293 243 457 7
288.0 9291 247 455 7
289.0 9289 248 456 7
290.0 9286 250 456 8
291.0 9286 254 452 8
292.0 9281 256 455 8
293.0 9277 257 458 8
294.0 9274 258 460 8
295.0 9273 260 459 8
296.0 9267 260 465 8
297.0 9265 263 464 8
298.0 9259 265 467 9
299.0 9258 268 465 9
300.0 9256 271 464 9
301.0 9250 272 469 9
302.0 9247 277 467 9
303.0 9245 278 467 10
304.0 9242 280 468 10
305.0 9241 282 467 10
306.0 9240 284 466 10
307.0 9238 285 467 10
308.0 9232 287 471 10
309.0 9226 288 476 10
310.0 9225 290 475 10
311.0 9221 291 479 9
312.0 9221 293 477 9
313.0 9220 293 478 9
314.0 9216 293 481 10
315.0 9215 295 480 10
316.0 9212 296 482 10
317.0 9211 299 480 10
318.0 9209 301 480 10
319.0 9207 302 481 10
320.0 9205 304 481 10
321.0 9205 305 480 10
322.0 9200 307 483 10
323.0 9198 308 484 10
324.0 9198 310 482 10
325.0 9196 311 483 10
326.0 9193 311 486 10
327.0 9187 311 492 10
328.0 9186 312 492 10
329.0 9182 314 494 10
330.0 9179 315 497 9
331.0 9177 316 498 9
332.0 9177 316 498 9
333.0 9176 319 496 9
334.0 9173 320 497 10
335.0 9169 323 498 10
336.0 9166 323 501 10
337.0 9164 323 503 10
338.0 9163 324 503 10
339.0 9162 325 503 10
340.0 9158 326 506 10
341.0 9156 328 506 10
342.0 9154 330 506 10
343.0 9151 332 507 10
344.0 9150 333 507 10
345.0 9146 333 511 10
346.0 9143 337 510 10
347.0 9138 337 515 10
348.0 9133 338 519 10
349.0 9129 340 521 10
350.0 9126 342 522 10
351.0 9124 342 523 11
352.0 9124 343 522 11
353.0 9124 345 520 11
354.0 9122 349 519 10
355.0 9121 351 518 10
356.0 9115 353 522 10
357.0 9113 354 523 10
358.0 9112 358 520 10
359.0 9110 362 518 10
360.0 9106 364 520 10
361.0 9102 364 524 10
362.0 9099 364 527 10
363.0 9095 364 533 8
364.0 9091 369 532 8
365.0 9089 369 535 7
366.0 9085 372 537 6
367.0 9084 376 534 6
368.0 9081 379 534 6
369.0 9075 380 539 6
370.0 9070 382 542 6
371.0 9069 382 543 6
372.0 9069 383 542 6
373.0 9064 386 544 6
374.0 9064 388 542 6
375.0 9061 389 544 6
376.0 9058 389 547 6
377.0 9057 392 545 6
378.0 9056 394 544 6
379.0 9055 396 543 6
380.0 9052 398 544 6
381.0 9049 402 543 6
382.0 9048 405 541 6
383.0 9043 405 545 7
384.0 9040 407 546 7
385.0 9037 407 549 7
386.0 9031 410 552 7
387.0 9029 412 552 7
388.0 9027 413 553 7
389.0 9024 416 553 7
390.0 9019 418 556 7
391.0 9017 421 555 7
392.0 9016 423 554 7
393.0 9011 425 556 8
394.0 9008 428 557 7
395.0 9006 430 557 7
396.0 9002 433 558 7
397.0 9000 434 559 7
398.0 8998 438 557 7
399.0 8995 441 557 7
400.0 8991 442 560 7
401.0 8988 444 561 7
402.0 8984 447 562 7
403.0 8982 449 562 7
404.0 8981 451 561 7
405.0 8976 456 561 7
406.0 8974 457 563 6
407.0 8972 457 565 6
408.0 8969 459 566 6
409.0 8965 461 568 6
410.0 8965 461 568 6
411.0 8962 462 570 6
412.0 8959 464 571 6
413.0 8958 465 571 6
414.0 8957 467 570 6
415.0 8955 468 571 6
416.0 8954 469 571 6
417.0 8952 469 573 6
418.0 8951 471 572 6
419.0 8951 476 567 6
420.0 8948 476 570 6
421.0 8945 478 571 6
422.0 8943 480 571 6
423.0 8939 483 572 6
424.0 8936 483 575 6
425.0 8931 485 578 6
426.0 8927 486 581 6
427.0 8923 489 582 6
428.0 8923 490 581 6
429.0 8921 492 581 6
430.0 8920 493 581 6
431.0 8918 494 582 6
432.0 8915 495 584 6
433.0 8910 497 587 6
434.0 8910 499 585 6
435.0 8908 501 585 6
436.0 8905 502 587 6
437.0 8902 504 588 6
438.0 8901 505 588 6
439.0 8899 507 588 6
440.0 8898 508 588 6
441.0 8898 510 586 6
442.0 8898 513 583 6
443.0 8898 513 583 6
444.0 8897 516 581 6
445.0 8894 519 581 6
446.0 8892 519 583 6
447.0 8889 520 585 6
448.0 8889 523 582 6
449.0 8888 523 583 6
450.0 8888 524 582 6
451.0 8887 529 578 6
452.0 8884 529 581 6
453.0 8883 532 579 6
454.0 8880 533 581 6
455.0 8879 535 580 6
456.0 8877 538 579 6
457.0 8874 539 581 6
458.0 8869 541 584 6
459.0 8869 542 583 6
460.0 8863 543 588 6
461.0 8860 545 589 6
462.0 8858 545 591 6
463.0 8856 548 590 6
464.0 8856 550 588 6
465.0 8848 551 595 6
466.0 8846 554 594 6
467.0 8843 555 596 6
468.0 8841 559 594 6
469.0 8840 563 591 6
470.0 8840 567 587 6
471.0 8840 568 586 6
472.0 8837 569 588 6
473.0 8835 573 586 6
474.0 8832 575 587 6
475.0 8829 579 586 6
476.0 8826 581 587 6
477.0 8825 581 588 6
478.0 8824 583 587 6
479.0 8822 583 589 6
480.0 8821 589 584 6
481.0 8820 590 584 6
482.0 8820 592 582 6
483.0 8818 595 581 6
484.0 8817 598 579 6
485.0 8814 599 581 6
486.0 8811 599 584 6
487.0 8809 599 586 6
488.0 8807 599 588 6
489.0 8804 602 588 6
490.0 8803 606 585 6
491.0 8803 608 583 6
492.0 8803 608 583 6
493.0 8802 609 583 6
494.0 8802 612 580 6
495.0 8800 613 581 6
496.0 8799 613 582 6
497.0 8794 616 584 6
498.0 8792 619 583 6
499.0 8789 623 582 6
500.0 8787 624 583 6
501.0 8786 627 581 6
502.0 8783 628 583 6
503.0 8781 630 583 6
504.0 8780 632 582 6
505.0 8779 633 582 6
506.0 8779 635 580 6
507.0 8779 638 577 6
508.0 8773 638 583 6
509.0 8770 640 584 6
510.0 8770 640 584 6
511.0 8770 641 583 6
512.0 8768 645 581 6
513.0 8766 649 579 6
514.0 8763 652 579 6
515.0 8759 655 580 6
516.0 8755 659 580 6
517.0 8753 661 580 6
518.0 8753 665 576 6
519.0 8750 669 575 6
520.0 8749 670 575 6
521.0 8748 671 575 6
522.0 8745 672 576 7
523.0 8744 674 575 7
524.0 8743 674 576 7
525.0 8743 675 575 7
526.0 8740 676 576 8
527.0 8738 677 576 9
528.0 8735 680 576 9
529.0 8732 682 577 9
530.0 8729 684 578 9
531.0 8725 686 580 9
532.0 8721 690 580 9
533.0 8720 690 581 9
534.0 8717 694 580 9
535.0 8717 695 579 9
536.0 8716 696 579 9
537.0 8711 701 579 9
538.0 8710 705 576 9
539.0 8707 705 579 9
540.0 8704 705 582 9
541.0 8703 705 583 9
542.0 8701 707 583 9
543.0 8700 710 581 9
544.0 8697 713 581 9
545.0 8696 715 581 8
546.0 8693 716 583 8
547.0 8690 716 586 8
548.0 8688 718 585 9
549.0 8687 721 583 9
550.0 8685 722 584 9
551.0 8681 723 587 9
552.0 8679 725 587 9
553.0 8678 727 586 9
554.0 8677 730 584 9
555.0 8672 733 586 9
556.0 8670 734 587 9
557.0 8666 736 589 9
558.0 8663 736 592 9
559.0 8661 738 592 9
560.0 8659 738 594 9
561.0 8656 739 596 9
562.0 8654 740 597 9
563.0 8651 747 593 9
564.0 8649 752 590 9
565.0 8647 754 590 9
566.0 8645 757 589 9
567.0 8643 758 590 9
568.0 8642 758 591 9
569.0 8640 760 590 10
570.0 8639 764 587 10
571.0 8637 764 589 10
572.0 8633 769 588 10
573.0 8630 771 589 10
574.0 8628 774 588 10
575.0 8626 775 589 10
576.0 8626 776 588 10
577.0 8623 778 589 10
578.0 8620 781 589 10
579.0 8619 785 587 9
580.0 8615 786 590 9
581.0 8612 788 591 9
582.0 8612 789 590 9
583.0 8611 790 590 9
584.0 8609 791 591 9
585.0 8606 792 594 8
586.0 8603 796 593 8
587.0 8597 798 597 8
588.0 8593 801 598 8
589.0 8591 801 600 8
590.0 8590 806 596 8
591.0 8587 808 597 8
592.0 8582 809 600 9
593.0 8581 810 600 9
594.0 8579 811 601 9
595.0 8575 812 604 9
596.0 8572 815 604 9
597.0 8567 816 608 9
598.0 8567 817 607 9
599.0 8566 818 607 9
600.0 8565 822 604 9
601.0 8563 825 603 9
602.0 8560 828 603 9
603.0 8560 830 601 9
604.0 8558 833 600 9
605.0 8556 836 599 9
606.0 8552 838 601 9
607.0 8551 840 600 9
608.0 8550 844 597 9
609.0 8549 850 592 9
610.0 8547 855 589 9
611.0 8546 859 586 9
612.0 8545 861 585 9
613.0 8544 863 584 9
614.0 8540 867 584 9
615.0 8537 869 585 9
616.0 8536 871 584 9
617.0 8535 874 582 9
618.0 8534 875 582 9
619.0 8531 880 580 9
620.0 8529 881 581 9
621.0 8528 882 581 9
622.0 8528 886 578 8
623.0 8522 889 581 8
624.0 8520 890 582 8
625.0 8520 890 582 8
626.0 8518 892 582 8
627.0 8513 894 585 8
628.0 8511 897 584 8
629.0 8509 898 584 9
630.0 8503 899 589 9
631.0 8502 904 585 9
632.0 8502 904 585 9
633.0 8499 907 585 9
634.0 8494 907 590 9
635.0 8492 910 589 9
636.0 8491 914 586 9
637.0 8491 917 583 9
638.0 8489 918 584 9
639.0 8486 920 585 9
640.0 8485 922 584 9
641.0 8482 923 586 9
642.0 8482 927 582 9
643.0 8481 929 581 9
644.0 8478 931 582 9
645.0 8478 933 580 9
646.0 8476 933 582 9
647.0 8474 933 584 9
648.0 8473 936 582 9
649.0 8472 937 582 9
650.0 8471 938 581 10
651.0 8469 939 582 10
652.0 8466 940 584 10
653.0 8465 940 586 9
654.0 8464 942 585 9
655.0 8462 945 584 9
656.0 8460 945 586 9
657.0 8457 948 586 9
658.0 8453 950 588 9
659.0 8451 953 587 9
660.0 8450 957 584 9
661.0 8447 960 584 9
662.0 8445 961 585 9
663.0 8443 963 585 9
664.0 8443 963 586 8
665.0 8443 965 584 8
666.0 8442 968 582 8
667.0 8441 970 581 8
668.0 8441 972 579 8
669.0 8439 973 580 8
670.0 8438 974 580 8
671.0 8437 978 577 8
672.0 8434 981 577 8
673.0 8434 984 574 8
674.0 8432 987 573 8
675.0 8428 990 574 8
676.0 8427 991 574 8
677.0 8423 996 573 8
678.0 8420 998 574 8
679.0 8420 1000 572 8
680.0 8417 1002 573 8
681.0 8416 1006 570 8
682.0 8410 1011 571 8
683.0 8409 1013 570 8
684.0 8407 1014 571 8
685.0 8407 1017 568 8
686.0 8404 1018 570 8
687.0 8401 1019 572 8
688.0 8399 1024 569 8
689.0 8395 1025 572 8
690.0 8393 1027 572 8
691.0 8392 1030 570 8
692.0 8388 1033 570 9
693.0 8387 1037 567 9
694.0 8385 1040 566 9
695.0 8381 1042 568 9
696.0 8380 1044 567 9
697.0 8377 1046 569 8
698.0 8376 1051 565 8
699.0 8375 1053 564 8
700.0 8373 1057 562 8
701.0 8371 1059 562 8
702.0 8370 1066 556 8
703.0 8370 1069 553 8
704.0 8368 1071 553 8
705.0 8367 1075 550 8
706.0 8365 1077 550 8
707.0 8362 1077 553 8
708.0 8358 1081 553 8
709.0 8356 1084 552 8
710.0 8353 1087 552 8
711.0 8350 1087 555 8
712.0 8347 1090 555 8
713.0 8346 1094 552 8
714.0 8344 1095 553 8
715.0 8342 1097 553 8
716.0 8340 1099 553 8
717.0 8337 1101 554 8
718.0 8335 1102 555 8
719.0 8333 1106 554 7
720.0 8332 1109 552 7
721.0 8332 1110 551 7
722.0 8331 1113 549 7
723.0 8329 1118 546 7
724.0 8324 1123 546 7
725.0 8321 1128 543 8
726.0 8319 1130 543 8
727.0 8318 1132 542 8
728.0 8318 1132 542 8
729.0 8316 1136 540 8
730.0 8315 1137 540 8
731.0 8312 1138 542 8
732.0 8310 1141 540 9
733.0 8310 1143 538 9
734.0 8307 1144 540 9
735.0 8304 1144 543 9
736.0 8302 1147 542 9
737.0 8301 1150 540 9
738.0 8299 1150 542 9
739.0 8299 1151 541 9
740.0 8294 1152 545 9
741.0 8289 1155 547 9
742.0 8288 1158 545 9
743.0 8285 1159 546 10
744.0 8284 1160 546 10
745.0 8284 1162 544 10
746.0 8282 1165 543 10
747.0 8280 1167 543 10
748.0 8275 1168 547 10
749.0 8271 1170 549 10
750.0 8270 1172 548 10
751.0 8269 1173 548 10
752.0 8268 1173 549 10
753.0 8267 1176 547 10
754.0 8266 1179 545 10
755.0 8265 1181 544 10
756.0 8263 1183 544 10
757.0 8261 1185 544 10
758.0 8259 1188 543 10
759.0 8258 1189 543 10
760.0 8257 1192 541 10
761.0 8253 1194 543 10
762.0 8251 1198 541 10
763.0 8246 1200 544 10
764.0 8246 1202 542 10
765.0 8244 1204 542 10
766.0 8242 1208 540 10
767.0 8241 1210 539 10
768.0 8237 1212 541 10
769.0 8235 1215 540 10
770.0 8232 1215 543 10
771.0 8231 1218 541 10
772.0 8229 1220 541 10
773.0 8227 1222 541 10
774.0 8227 1226 537 10
775.0 8224 1234 532 10
776.0 8223 1235 532 10
777.0 8223 1237 530 10
778.0 8221 1237 531 11
779.0 8217 1238 534 11
780.0 8214 1240 535 11
781.0 8211 1242 536 11
782.0 8203 1246 540 11
783.0 8201 1248 540 11
784.0 8198 1251 539 12
785.0 8195 1252 541 12
786.0 8192 1256 540 12
787.0 8190 1259 539 12
788.0 8188 1262 538 12
789.0 8187 1263 538 12
790.0 8185 1265 538 12
791.0 8183 1266 539 12
792.0 8181 1267 540 12
793.0 8180 1267 541 12
794.0 8179 1269 541 11
795.0 8175 1272 542 11
796.0 8175 1276 538 11
797.0 8175 1277 537 11
798.0 8170 1277 542 11
799.0 8167 1278 543 12
800.0 8165 1279 544 12
801.0 8162 1280 546 12
802.0 8162 1283 543 12
803.0 8157 1287 544 12
804.0 8151 1288 549 12
805.0 8146 1291 551 12
806.0 8143 1297 548 12
807.0 8142 1298 548 12
808.0 8140 1301 546 13
809.0 8138 1302 547 13
810.0 8136 1305 547 12
811.0 8134 1306 548 12
812.0 8132 1307 549 12
813.0 8128 1310 550 12
814.0 8126 1311 551 12
815.0 8125 1315 548 12
816.0 8121 1317 550 12
817.0 8120 1318 550 12
818.0 8119 1321 548 12
819.0 8118 1321 549 12
820.0 8118 1326 544 12
821.0 8116 1326 546 12
822.0 8114 1328 546 12
823.0 8113 1328 547 12
824.0 8108 1328 552 12
825.0 8106 1331 551 12
826.0 8104 1331 553 12
827.0 8104 1333 552 11
828.0 8104 1333 552 11
829.0 8102 1338 549 11
830.0 8102 1340 547 11
831.0 8100 1343 546 11
832.0 8096 1344 549 11
833.0 8093 1345 551 11
834.0 8092 1347 550 11
835.0 8091 1348 550 11
836.0 8090 1350 549 11
837.0 8090 1352 547 11
838.0 8089 1352 548 11
839.0 8087 1353 549 11
840.0 8087 1354 548 11
841.0 8085 1354 551 10
842.0 8081 1356 553 10
843.0 8080 1359 551 10
844.0 8080 1362 548 10
845.0 8078 1364 548 10
846.0 8076 1364 550 10
847.0 8075 1367 548 10
848.0 8075 1367 548 10
849.0 8074 1371 545 10
850.0 8071 1373 546 10
851.0 8069 1375 546 10
852.0 8069 1375 546 10
853.0 8064 1376 550 10
854.0 8062 1377 551 10
855.0 8060 1379 551 10
856.0 8059 1381 550 10
857.0 8058 1382 550 10
858.0 8057 1383 550 10
859.0 8056 1384 550 10
860.0 8053 1385 552 10
861.0 8052 1388 550 10
862.0 8049 1390 551 10
863.0 8049 1393 548 10
864.0 8047 1395 548 10
865.0 8046 1398 546 10
866.0 8044 1402 544 10
867.0 8041 1402 547 10
868.0 8036 1403 550 11
869.0 8033 1405 551 11
870.0 8030 1405 553 12
871.0 8029 1405 554 12
872.0 8029 1405 554 12
873.0 8028 1410 550 12
874.0 8026 1412 550 12
875.0 8025 1413 550 12
876.0 8023 1415 550 12
877.0 8020 1422 545 13
878.0 8020 1423 544 13
879.0 8019 1426 542 13
880.0 8016 1428 542 14
881.0 8016 1429 541 14
882.0 8014 1432 540 14
883.0 8013 1432 541 14
884.0 8013 1434 539 14
885.0 8010 1436 540 14
886.0 8008 1436 542 14
887.0 8007 1440 539 14
888.0 8006 1448 532 14
889.0 8003 1450 533 14
890.0 8000 1451 535 14
891.0 7997 1453 536 14
892.0 7996 1456 534 14
893.0 7993 1457 536 14
894.0 7992 1457 538 13
895.0 7991 1460 536 13
896.0 7990 1462 535 13
897.0 7989 1464 534 13
898.0 7987 1466 534 13
899.0 7986 1467 535 12
900.0 7984 1468 536 12
901.0 7981 1473 534 12
902.0 7979 1475 534 12
903.0 7977 1478 533 12
904.0 7975 1478 534 13
905.0 7973 1480 534 13
906.0 7972 1482 533 13
907.0 7968 1482 536 14
908.0 7968 1484 534 14
909.0 7967 1484 535 14
910.0 7963 1487 536 14
911.0 7959 1491 536 14
912.0 7958 1494 534 14
913.0 7956 1498 532 14
914.0 7955 1499 532 14
915.0 7951 1500 535 14
916.0 7949 1501 536 14
917.0 7944 1503 539 14
918.0 7940 1508 538 14
919.0 7936 1509 541 14
920.0 7936 1511 539 14
921.0 7936 1511 539 14
922.0 7934 1511 541 14
923.0 7931 1513 543 13
924.0 7930 1516 541 13
925.0 7930 1521 536 13
926.0 7926 1524 539 11
927.0 7925 1526 538 11
928.0 7923 1527 539 11
929.0 7923 1528 538 11
930.0 7921 1529 539 11
931.0 7918 1530 541 11
932.0 7916 1531 542 11
933.0 7915 1532 542 11
934.0 7912 1533 544 11
935.0 7909 1536 544 11
936.0 7906 1539 544 11
937.0 7904 1543 542 11
938.0 7901 1544 544 11
939.0 7901 1546 542 11
940.0 7900 1549 540 11
941.0 7898 1552 539 11
942.0 7897 1554 538 11
943.0 7895 1560 534 11
944.0 7892 1562 535 11
945.0 7889 1563 537 11
946.0 7886 1565 538 11
947.0 7885 1566 538 11
948.0 7883 1568 538 11
949.0 7882 1569 538 11
950.0 7881 1572 536 11
951.0 7878 1576 535 11
952.0 7875 1578 536 11
953.0 7873 1579 537 11
954.0 7873 1583 533 11
955.0 7871 1585 533 11
956.0 7870 1585 534 11
957.0 7865 1588 535 12
958.0 7864 1589 535 12
959.0 7860 1592 536 12
960.0 7856 1593 539 12
961.0 7852 1594 542 12
962.0 7851 1595 542 12
963.0 7850 1596 542 12
964.0 7847 1597 544 12
965.0 7847 1599 542 12
966.0 7847 1601 540 12
967.0 7846 1601 541 12
968.0 7845 1602 541 12
969.0 7842 1602 544 12
970.0 7839 1603 546 12
971.0 7835 1603 550 12
972.0 7832 1605 551 12
973.0 7831 1605 552 12
974.0 7828 1606 554 12
975.0 7825 1609 554 12
976.0 7823 1610 555 12
977.0 7820 1612 556 12
978.0 7820 1613 555 12
979.0 7817 1617 554 12
980.0 7816 1618 554 12
981.0 7815 1619 554 12
982.0 7813 1622 553 12
983.0 7809 1623 556 12
984.0 7807 1628 553 12
985.0 7806 1628 554 12
986.0 7801 1629 558 12
987.0 7799 1629 560 12
988.0 7797 1630 561 12
989.0 7793 1631 564 12
990.0 7791 1631 566 12
991.0 7791 1631 566 12
992.0 7790 1632 566 12
993.0 7784 1634 570 12
994.0 7782 1635 571 12
995.0 7777 1637 574 12
996.0 7776 1639 573 12
997.0 7775 1640 573 12
998.0 7773 1642 573 12
999.0 7772 1647 569 12
1000.0 7769 1651 568 12
1001.0 7765 1651 572 12
1002.0 7763 1655 570 12
1003.0 7762 1659 567 12
1004.0 7760 1660 568 12
1005.0 7757 1662 569 12
1006.0 7756 1666 566 12
1007.0 7753 1668 567 12
1008.0 7751 1670 568 11
1009.0 7751 1672 566 11
1010.0 7750 1674 565 11
1011.0 7748 1675 566 11
1012.0 7748 1677 564 11
1013.0 7746 1679 564 11
1014.0 7746 1681 562 11
1015.0 7743 1687 559 11
1016.0 7742 1687 560 11
1017.0 7740 1688 561 11
1018.0 7739 1690 560 11
1019.0 7739 1694 556 11
1020.0 7736 1694 558 12
1021.0 7735 1697 556 12
1022.0 7734 1699 555 12
1023.0 7734 1701 553 12
1024.0 7732 1702 554 12
1025.0 7728 1703 557 12
1026.0 7725 1704 560 11
1027.0 7724 1706 559 11
1028.0 7724 1707 558 11
1029.0 7722 1714 553 11
1030.0 7721 1715 553 11
1031.0 7720 1717 552 11
1032.0 7717 1719 553 11
1033.0 7714 1720 555 11
1034.0 7713 1724 552 11
1035.0 7712 1725 552 11
1036.0 7710 1727 553 10
1037.0 7709 1731 550 10
1038.0 7708 1733 549 10
1039.0 7705 1735 550 10
1040.0 7703 1736 551 10
1041.0 7703 1738 549 10
1042.0 7703 1741 546 10
